event_id,token_symbol,hour_offset,timestamp,price_normalized,return_from_t_minus_24h
1,APE,14,2023-03-17 14:00:00,86.5745,-0.1343
1,APE,15,2023-03-17 15:00:00,84.7999,-0.152
1,APE,16,2023-03-17 16:00:00,84.9836,-0.1502
1,APE,17,2023-03-17 17:00:00,85.8625,-0.1414
1,APE,18,2023-03-17 18:00:00,86.0157,-0.1398
1,APE,19,2023-03-17 19:00:00,85.799,-0.142
1,APE,20,2023-03-17 20:00:00,85.345,-0.1465
1,APE,21,2023-03-17 21:00:00,83.4073,-0.1659
1,APE,22,2023-03-17 22:00:00,82.4466,-0.1755
1,APE,23,2023-03-17 23:00:00,81.8143,-0.1819
1,APE,24,2023-03-18 00:00:00,83.0565,-0.1694
1,APE,25,2023-03-18 01:00:00,83.4199,-0.1658
1,APE,26,2023-03-18 02:00:00,81.1787,-0.1882
1,APE,27,2023-03-18 03:00:00,81.51,-0.1849
1,APE,28,2023-03-18 04:00:00,80.9767,-0.1902
1,APE,29,2023-03-18 05:00:00,80.0955,-0.199
1,APE,30,2023-03-18 06:00:00,80.7701,-0.1923
1,APE,31,2023-03-18 07:00:00,81.9643,-0.1804
1,APE,32,2023-03-18 08:00:00,83.0518,-0.1695
1,APE,33,2023-03-18 09:00:00,81.9482,-0.1805
1,APE,34,2023-03-18 10:00:00,81.5048,-0.185
1,APE,35,2023-03-18 11:00:00,81.8462,-0.1815
1,APE,36,2023-03-18 12:00:00,82.9873,-0.1701
1,APE,37,2023-03-18 13:00:00,82.328,-0.1767
1,APE,38,2023-03-18 14:00:00,82.0344,-0.1797
1,APE,39,2023-03-18 15:00:00,80.6207,-0.1938
1,APE,40,2023-03-18 16:00:00,79.1246,-0.2088
1,APE,41,2023-03-18 17:00:00,80.0317,-0.1997
1,APE,42,2023-03-18 18:00:00,81.6122,-0.1839
1,APE,43,2023-03-18 19:00:00,81.4598,-0.1854
1,APE,44,2023-03-18 20:00:00,82.6302,-0.1737
1,APE,45,2023-03-18 21:00:00,83.0142,-0.1699
1,APE,46,2023-03-18 22:00:00,82.15,-0.1785
1,APE,47,2023-03-18 23:00:00,82.5314,-0.1747
1,APE,48,2023-03-19 00:00:00,84.391,-0.1561
1,APE,49,2023-03-19 01:00:00,84.2792,-0.1572
1,APE,50,2023-03-19 02:00:00,86.2127,-0.1379
1,APE,51,2023-03-19 03:00:00,82.8252,-0.1717
1,APE,52,2023-03-19 04:00:00,83.7866,-0.1621
1,APE,53,2023-03-19 05:00:00,83.83,-0.1617
1,APE,54,2023-03-19 06:00:00,83.3891,-0.1661
1,APE,55,2023-03-19 07:00:00,83.4381,-0.1656
1,APE,56,2023-03-19 08:00:00,80.9234,-0.1908
1,APE,57,2023-03-19 09:00:00,80.5937,-0.1941
1,APE,58,2023-03-19 10:00:00,80.9627,-0.1904
1,APE,59,2023-03-19 11:00:00,82.7123,-0.1729
1,APE,60,2023-03-19 12:00:00,82.0072,-0.1799
1,APE,61,2023-03-19 13:00:00,80.9548,-0.1905
1,APE,62,2023-03-19 14:00:00,80.2845,-0.1972
1,APE,63,2023-03-19 15:00:00,81.3303,-0.1867
1,APE,64,2023-03-19 16:00:00,81.668,-0.1833
1,APE,65,2023-03-19 17:00:00,80.9578,-0.1904
1,APE,66,2023-03-19 18:00:00,81.5192,-0.1848
1,APE,67,2023-03-19 19:00:00,81.5737,-0.1843
1,APE,68,2023-03-19 20:00:00,82.7023,-0.173
1,APE,69,2023-03-19 21:00:00,81.7715,-0.1823
1,APE,70,2023-03-19 22:00:00,81.3065,-0.1869
1,APE,71,2023-03-19 23:00:00,80.766,-0.1923
1,APE,72,2023-03-20 00:00:00,78.95,-0.2105
2,GMT,-24,2023-03-18 00:00:00,100.0,0.0
2,GMT,-23,2023-03-18 01:00:00,100.1552,0.0016
2,GMT,-22,2023-03-18 02:00:00,100.258,0.0026
2,GMT,-21,2023-03-18 03:00:00,99.9762,-0.0002
2,GMT,-20,2023-03-18 04:00:00,99.3375,-0.0066
2,GMT,-19,2023-03-18 05:00:00,96.97,-0.0303
2,GMT,-18,2023-03-18 06:00:00,96.0819,-0.0392
2,GMT,-17,2023-03-18 07:00:00,95.3134,-0.0469
2,GMT,-16,2023-03-18 08:00:00,93.9014,-0.061
2,GMT,-15,2023-03-18 09:00:00,93.4041,-0.066
2,GMT,-14,2023-03-18 10:00:00,93.7007,-0.063
2,GMT,-13,2023-03-18 11:00:00,96.1113,-0.0389
2,GMT,-12,2023-03-18 12:00:00,96.0852,-0.0391
2,GMT,-11,2023-03-18 13:00:00,96.1787,-0.0382
2,GMT,-10,2023-03-18 14:00:00,95.794,-0.0421
2,GMT,-9,2023-03-18 15:00:00,92.8076,-0.0719
2,GMT,-8,2023-03-18 16:00:00,92.5029,-0.075
2,GMT,-7,2023-03-18 17:00:00,92.3192,-0.0768
2,GMT,-6,2023-03-18 18:00:00,95.5176,-0.0448
2,GMT,-5,2023-03-18 19:00:00,94.9675,-0.0503
2,GMT,-4,2023-03-18 20:00:00,95.1226,-0.0488
2,GMT,-3,2023-03-18 21:00:00,94.7987,-0.052
2,GMT,-2,2023-03-18 22:00:00,92.8825,-0.0712
2,GMT,-1,2023-03-18 23:00:00,94.2157,-0.0578
2,GMT,0,2023-03-19 00:00:00,95.0093,-0.0499
2,GMT,1,2023-03-19 01:00:00,95.8658,-0.0413
2,GMT,2,2023-03-19 02:00:00,94.294,-0.0571
2,GMT,3,2023-03-19 03:00:00,96.0212,-0.0398
2,GMT,4,2023-03-19 04:00:00,93.7518,-0.0625
2,GMT,5,2023-03-19 05:00:00,94.3077,-0.0569
2,GMT,6,2023-03-19 06:00:00,97.1765,-0.0282
2,GMT,7,2023-03-19 07:00:00,95.467,-0.0453
2,GMT,8,2023-03-19 08:00:00,94.3862,-0.0561
2,GMT,9,2023-03-19 09:00:00,94.2546,-0.0575
2,GMT,10,2023-03-19 10:00:00,93.2754,-0.0672
2,GMT,11,2023-03-19 11:00:00,90.8678,-0.0913
2,GMT,12,2023-03-19 12:00:00,90.6988,-0.093
2,GMT,13,2023-03-19 13:00:00,89.0073,-0.1099
2,GMT,14,2023-03-19 14:00:00,89.3831,-0.1062
2,GMT,15,2023-03-19 15:00:00,87.9044,-0.121
2,GMT,16,2023-03-19 16:00:00,89.7123,-0.1029
2,GMT,17,2023-03-19 17:00:00,88.4085,-0.1159
2,GMT,18,2023-03-19 18:00:00,87.7285,-0.1227
2,GMT,19,2023-03-19 19:00:00,88.5493,-0.1145
2,GMT,20,2023-03-19 20:00:00,86.6785,-0.1332
2,GMT,21,2023-03-19 21:00:00,86.7236,-0.1328
2,GMT,22,2023-03-19 22:00:00,88.1855,-0.1181
2,GMT,23,2023-03-19 23:00:00,85.8361,-0.1416
2,GMT,24,2023-03-20 00:00:00,85.8257,-0.1417
2,GMT,25,2023-03-20 01:00:00,85.9122,-0.1409
2,GMT,26,2023-03-20 02:00:00,86.6748,-0.1333
2,GMT,27,2023-03-20 03:00:00,84.8358,-0.1516
2,GMT,28,2023-03-20 04:00:00,82.932,-0.1707
2,GMT,29,2023-03-20 05:00:00,83.3425,-0.1666
2,GMT,30,2023-03-20 06:00:00,83.473,-0.1653
2,GMT,31,2023-03-20 07:00:00,83.5454,-0.1645
2,GMT,32,2023-03-20 08:00:00,83.7383,-0.1626
2,GMT,33,2023-03-20 09:00:00,82.6492,-0.1735
2,GMT,34,2023-03-20 10:00:00,82.6982,-0.173
2,GMT,35,2023-03-20 11:00:00,82.8228,-0.1718
2,GMT,36,2023-03-20 12:00:00,81.7035,-0.183
2,GMT,37,2023-03-20 13:00:00,83.7799,-0.1622
2,GMT,38,2023-03-20 14:00:00,84.1339,-0.1587
2,GMT,39,2023-03-20 15:00:00,82.4053,-0.1759
2,GMT,40,2023-03-20 16:00:00,82.9807,-0.1702
2,GMT,41,2023-03-20 17:00:00,81.5402,-0.1846
2,GMT,42,2023-03-20 18:00:00,82.2705,-0.1773
2,GMT,43,2023-03-20 19:00:00,83.4711,-0.1653
2,GMT,44,2023-03-20 20:00:00,82.2119,-0.1779
2,GMT,45,2023-03-20 21:00:00,83.1677,-0.1683
2,GMT,46,2023-03-20 22:00:00,83.4427,-0.1656
2,GMT,47,2023-03-20 23:00:00,84.2342,-0.1577
2,GMT,48,2023-03-21 00:00:00,86.4151,-0.1358
2,GMT,49,2023-03-21 01:00:00,85.849,-0.1415
2,GMT,50,2023-03-21 02:00:00,84.6389,-0.1536
2,GMT,51,2023-03-21 03:00:00,83.276,-0.1672
2,GMT,52,2023-03-21 04:00:00,82.0257,-0.1797
2,GMT,53,2023-03-21 05:00:00,81.6944,-0.1831
2,GMT,54,2023-03-21 06:00:00,81.8765,-0.1812
2,GMT,55,2023-03-21 07:00:00,81.9797,-0.1802
2,GMT,56,2023-03-21 08:00:00,82.7636,-0.1724
2,GMT,57,2023-03-21 09:00:00,82.5408,-0.1746
2,GMT,58,2023-03-21 10:00:00,84.1167,-0.1588
2,GMT,59,2023-03-21 11:00:00,83.5416,-0.1646
2,GMT,60,2023-03-21 12:00:00,86.7696,-0.1323
2,GMT,61,2023-03-21 13:00:00,87.335,-0.1267
2,GMT,62,2023-03-21 14:00:00,85.9704,-0.1403
2,GMT,63,2023-03-21 15:00:00,84.3562,-0.1564
2,GMT,64,2023-03-21 16:00:00,84.7237,-0.1528
2,GMT,65,2023-03-21 17:00:00,84.1964,-0.158
2,GMT,66,2023-03-21 18:00:00,84.8574,-0.1514
2,GMT,67,2023-03-21 19:00:00,85.2152,-0.1478
2,GMT,68,2023-03-21 20:00:00,84.8765,-0.1512
2,GMT,69,2023-03-21 21:00:00,83.5633,-0.1644
2,GMT,70,2023-03-21 22:00:00,81.4501,-0.1855
2,GMT,71,2023-03-21 23:00:00,80.6729,-0.1933
2,GMT,72,2023-03-22 00:00:00,81.48,-0.1852
3,OP,-24,2023-05-30 00:00:00,100.0,0.0
3,OP,-23,2023-05-30 01:00:00,99.9938,-0.0001
3,OP,-22,2023-05-30 02:00:00,97.8219,-0.0218
3,OP,-21,2023-05-30 03:00:00,97.7559,-0.0224
3,OP,-20,2023-05-30 04:00:00,98.0012,-0.02
3,OP,-19,2023-05-30 05:00:00,96.3945,-0.0361
3,OP,-18,2023-05-30 06:00:00,96.3013,-0.037
3,OP,-17,2023-05-30 07:00:00,96.0704,-0.0393
3,OP,-16,2023-05-30 08:00:00,94.1287,-0.0587
3,OP,-15,2023-05-30 09:00:00,94.326,-0.0567
3,OP,-14,2023-05-30 10:00:00,94.8119,-0.0519
3,OP,-13,2023-05-30 11:00:00,96.0499,-0.0395
3,OP,-12,2023-05-30 12:00:00,97.2614,-0.0274
3,OP,-11,2023-05-30 13:00:00,94.9607,-0.0504
3,OP,-10,2023-05-30 14:00:00,93.3282,-0.0667
3,OP,-9,2023-05-30 15:00:00,93.7447,-0.0626
3,OP,-8,2023-05-30 16:00:00,94.1612,-0.0584
3,OP,-7,2023-05-30 17:00:00,94.5814,-0.0542
3,OP,-6,2023-05-30 18:00:00,99.8809,-0.0012
3,OP,-5,2023-05-30 19:00:00,100.4107,0.0041
3,OP,-4,2023-05-30 20:00:00,101.8019,0.018
3,OP,-3,2023-05-30 21:00:00,102.9317,0.0293
3,OP,-2,2023-05-30 22:00:00,103.6027,0.036
3,OP,-1,2023-05-30 23:00:00,102.7769,0.0278
3,OP,0,2023-05-31 00:00:00,103.614,0.0361
3,OP,1,2023-05-31 01:00:00,102.0851,0.0209
3,OP,2,2023-05-31 02:00:00,101.3907,0.0139
3,OP,3,2023-05-31 03:00:00,100.3262,0.0033
3,OP,4,2023-05-31 04:00:00,100.1213,0.0012
3,OP,5,2023-05-31 05:00:00,103.3198,0.0332
3,OP,6,2023-05-31 06:00:00,100.1377,0.0014
3,OP,7,2023-05-31 07:00:00,100.8432,0.0084
3,OP,8,2023-05-31 08:00:00,98.1114,-0.0189
3,OP,9,2023-05-31 09:00:00,97.1009,-0.029
3,OP,10,2023-05-31 10:00:00,98.3775,-0.0162
3,OP,11,2023-05-31 11:00:00,98.1506,-0.0185
3,OP,12,2023-05-31 12:00:00,96.261,-0.0374
3,OP,13,2023-05-31 13:00:00,94.9225,-0.0508
3,OP,14,2023-05-31 14:00:00,95.5817,-0.0442
3,OP,15,2023-05-31 15:00:00,94.2313,-0.0577
3,OP,16,2023-05-31 16:00:00,94.2288,-0.0577
3,OP,17,2023-05-31 17:00:00,93.9851,-0.0601
3,OP,18,2023-05-31 18:00:00,92.7668,-0.0723
3,OP,19,2023-05-31 19:00:00,95.4856,-0.0451
3,OP,20,2023-05-31 20:00:00,96.0828,-0.0392
3,OP,21,2023-05-31 21:00:00,92.9034,-0.071
3,OP,22,2023-05-31 22:00:00,92.8591,-0.0714
3,OP,23,2023-05-31 23:00:00,91.6414,-0.0836
3,OP,24,2023-06-01 00:00:00,92.5174,-0.0748
3,OP,25,2023-06-01 01:00:00,91.1253,-0.0887
3,OP,26,2023-06-01 02:00:00,90.6714,-0.0933
3,OP,27,2023-06-01 03:00:00,91.0622,-0.0894
3,OP,28,2023-06-01 04:00:00,91.951,-0.0805
3,OP,29,2023-06-01 05:00:00,90.0152,-0.0998
3,OP,30,2023-06-01 06:00:00,89.272,-0.1073
3,OP,31,2023-06-01 07:00:00,88.3486,-0.1165
3,OP,32,2023-06-01 08:00:00,87.2011,-0.128
3,OP,33,2023-06-01 09:00:00,89.2486,-0.1075
3,OP,34,2023-06-01 10:00:00,89.499,-0.105
3,OP,35,2023-06-01 11:00:00,87.5351,-0.1246
3,OP,36,2023-06-01 12:00:00,88.4586,-0.1154
3,OP,37,2023-06-01 13:00:00,91.0214,-0.0898
3,OP,38,2023-06-01 14:00:00,92.1399,-0.0786
3,OP,39,2023-06-01 15:00:00,89.7694,-0.1023
3,OP,40,2023-06-01 16:00:00,88.8285,-0.1117
3,OP,41,2023-06-01 17:00:00,90.2368,-0.0976
3,OP,42,2023-06-01 18:00:00,88.9923,-0.1101
3,OP,43,2023-06-01 19:00:00,89.2939,-0.1071
3,OP,44,2023-06-01 20:00:00,90.0423,-0.0996
3,OP,45,2023-06-01 21:00:00,88.5088,-0.1149
3,OP,46,2023-06-01 22:00:00,88.1409,-0.1186
3,OP,47,2023-06-01 23:00:00,83.6837,-0.1632
3,OP,48,2023-06-02 00:00:00,82.1383,-0.1786
3,OP,49,2023-06-02 01:00:00,81.5603,-0.1844
3,OP,50,2023-06-02 02:00:00,79.7864,-0.2021
3,OP,51,2023-06-02 03:00:00,81.497,-0.185
3,OP,52,2023-06-02 04:00:00,79.5066,-0.2049
3,OP,53,2023-06-02 05:00:00,78.7255,-0.2127
3,OP,54,2023-06-02 06:00:00,78.6222,-0.2138
3,OP,55,2023-06-02 07:00:00,80.0779,-0.1992
3,OP,56,2023-06-02 08:00:00,78.1155,-0.2188
3,OP,57,2023-06-02 09:00:00,79.2307,-0.2077
3,OP,58,2023-06-02 10:00:00,78.9839,-0.2102
3,OP,59,2023-06-02 11:00:00,77.5752,-0.2242
3,OP,60,2023-06-02 12:00:00,77.8595,-0.2214
3,OP,61,2023-06-02 13:00:00,77.8371,-0.2216
3,OP,62,2023-06-02 14:00:00,76.8874,-0.2311
3,OP,63,2023-06-02 15:00:00,76.7164,-0.2328
3,OP,64,2023-06-02 16:00:00,76.025,-0.2397
3,OP,65,2023-06-02 17:00:00,75.9057,-0.2409
3,OP,66,2023-06-02 18:00:00,76.4129,-0.2359
3,OP,67,2023-06-02 19:00:00,77.9968,-0.22
3,OP,68,2023-06-02 20:00:00,76.3118,-0.2369
3,OP,69,2023-06-02 21:00:00,78.5354,-0.2146
3,OP,70,2023-06-02 22:00:00,76.0199,-0.2398
3,OP,71,2023-06-02 23:00:00,75.5991,-0.244
3,OP,72,2023-06-03 00:00:00,76.02,-0.2398
4,LDO,-24,2023-06-14 00:00:00,100.0,0.0
4,LDO,-23,2023-06-14 01:00:00,100.2503,0.0025
4,LDO,-22,2023-06-14 02:00:00,99.1482,-0.0085
4,LDO,-21,2023-06-14 03:00:00,98.6698,-0.0133
4,LDO,-20,2023-06-14 04:00:00,97.7751,-0.0222
4,LDO,-19,2023-06-14 05:00:00,96.7485,-0.0325
4,LDO,-18,2023-06-14 06:00:00,97.8215,-0.0218
4,LDO,-17,2023-06-14 07:00:00,98.1782,-0.0182
4,LDO,-16,2023-06-14 08:00:00,96.9967,-0.03
4,LDO,-15,2023-06-14 09:00:00,98.146,-0.0185
4,LDO,-14,2023-06-14 10:00:00,98.4305,-0.0157
4,LDO,-13,2023-06-14 11:00:00,99.4673,-0.0053
4,LDO,-12,2023-06-14 12:00:00,100.2392,0.0024
4,LDO,-11,2023-06-14 13:00:00,98.8308,-0.0117
4,LDO,-10,2023-06-14 14:00:00,97.836,-0.0216
4,LDO,-9,2023-06-14 15:00:00,98.7693,-0.0123
4,LDO,-8,2023-06-14 16:00:00,99.507,-0.0049
4,LDO,-7,2023-06-14 17:00:00,99.3054,-0.0069
4,LDO,-6,2023-06-14 18:00:00,99.3099,-0.0069
4,LDO,-5,2023-06-14 19:00:00,101.0581,0.0106
4,LDO,-4,2023-06-14 20:00:00,99.9938,-0.0001
4,LDO,-3,2023-06-14 21:00:00,100.645,0.0065
4,LDO,-2,2023-06-14 22:00:00,100.1684,0.0017
4,LDO,-1,2023-06-14 23:00:00,99.6708,-0.0033
4,LDO,0,2023-06-15 00:00:00,101.1536,0.0115
4,LDO,1,2023-06-15 01:00:00,102.2383,0.0224
4,LDO,2,2023-06-15 02:00:00,103.3162,0.0332
4,LDO,3,2023-06-15 03:00:00,105.1788,0.0518
4,LDO,4,2023-06-15 04:00:00,105.0317,0.0503
4,LDO,5,2023-06-15 05:00:00,105.9299,0.0593
4,LDO,6,2023-06-15 06:00:00,105.2574,0.0526
4,LDO,7,2023-06-15 07:00:00,105.5893,0.0559
4,LDO,8,2023-06-15 08:00:00,105.2028,0.052
4,LDO,9,2023-06-15 09:00:00,105.1755,0.0518
4,LDO,10,2023-06-15 10:00:00,105.9369,0.0594
4,LDO,11,2023-06-15 11:00:00,104.4654,0.0447
4,LDO,12,2023-06-15 12:00:00,107.6114,0.0761
4,LDO,13,2023-06-15 13:00:00,105.8181,0.0582
4,LDO,14,2023-06-15 14:00:00,103.7303,0.0373
4,LDO,15,2023-06-15 15:00:00,105.3672,0.0537
4,LDO,16,2023-06-15 16:00:00,106.4433,0.0644
4,LDO,17,2023-06-15 17:00:00,107.2604,0.0726
4,LDO,18,2023-06-15 18:00:00,108.0906,0.0809
4,LDO,19,2023-06-15 19:00:00,107.8856,0.0789
4,LDO,20,2023-06-15 20:00:00,106.261,0.0626
4,LDO,21,2023-06-15 21:00:00,106.1997,0.062
4,LDO,22,2023-06-15 22:00:00,104.9463,0.0495
4,LDO,23,2023-06-15 23:00:00,106.3102,0.0631
4,LDO,24,2023-06-16 00:00:00,105.8942,0.0589
4,LDO,25,2023-06-16 01:00:00,104.4119,0.0441
4,LDO,26,2023-06-16 02:00:00,103.7318,0.0373
4,LDO,27,2023-06-16 03:00:00,104.1975,0.042
4,LDO,28,2023-06-16 04:00:00,103.1431,0.0314
4,LDO,29,2023-06-16 05:00:00,101.7043,0.017
4,LDO,30,2023-06-16 06:00:00,101.9019,0.019
4,LDO,31,2023-06-16 07:00:00,102.1018,0.021
4,LDO,32,2023-06-16 08:00:00,101.1548,0.0115
4,LDO,33,2023-06-16 09:00:00,100.2705,0.0027
4,LDO,34,2023-06-16 10:00:00,100.4477,0.0045
4,LDO,35,2023-06-16 11:00:00,98.121,-0.0188
4,LDO,36,2023-06-16 12:00:00,95.9067,-0.0409
4,LDO,37,2023-06-16 13:00:00,94.7161,-0.0528
4,LDO,38,2023-06-16 14:00:00,94.2516,-0.0575
4,LDO,39,2023-06-16 15:00:00,94.53,-0.0547
4,LDO,40,2023-06-16 16:00:00,96.4797,-0.0352
4,LDO,41,2023-06-16 17:00:00,97.5615,-0.0244
4,LDO,42,2023-06-16 18:00:00,97.161,-0.0284
4,LDO,43,2023-06-16 19:00:00,96.9669,-0.0303
4,LDO,44,2023-06-16 20:00:00,95.356,-0.0464
4,LDO,45,2023-06-16 21:00:00,95.1662,-0.0483
4,LDO,46,2023-06-16 22:00:00,94.5927,-0.0541
4,LDO,47,2023-06-16 23:00:00,94.8889,-0.0511
4,LDO,48,2023-06-17 00:00:00,93.5582,-0.0644
4,LDO,49,2023-06-17 01:00:00,94.1284,-0.0587
4,LDO,50,2023-06-17 02:00:00,96.1525,-0.0385
4,LDO,51,2023-06-17 03:00:00,95.8314,-0.0417
4,LDO,52,2023-06-17 04:00:00,96.2454,-0.0375
4,LDO,53,2023-06-17 05:00:00,97.0803,-0.0292
4,LDO,54,2023-06-17 06:00:00,96.3325,-0.0367
4,LDO,55,2023-06-17 07:00:00,96.4913,-0.0351
4,LDO,56,2023-06-17 08:00:00,96.3442,-0.0366
4,LDO,57,2023-06-17 09:00:00,96.3202,-0.0368
4,LDO,58,2023-06-17 10:00:00,95.0467,-0.0495
4,LDO,59,2023-06-17 11:00:00,94.9187,-0.0508
4,LDO,60,2023-06-17 12:00:00,95.4666,-0.0453
4,LDO,61,2023-06-17 13:00:00,97.4003,-0.026
4,LDO,62,2023-06-17 14:00:00,98.6426,-0.0136
4,LDO,63,2023-06-17 15:00:00,101.706,0.0171
4,LDO,64,2023-06-17 16:00:00,100.3699,0.0037
4,LDO,65,2023-06-17 17:00:00,101.5176,0.0152
4,LDO,66,2023-06-17 18:00:00,101.6228,0.0162
4,LDO,67,2023-06-17 19:00:00,104.8363,0.0484
4,LDO,68,2023-06-17 20:00:00,103.3955,0.034
4,LDO,69,2023-06-17 21:00:00,101.9264,0.0193
4,LDO,70,2023-06-17 22:00:00,100.8411,0.0084
4,LDO,71,2023-06-17 23:00:00,97.5117,-0.0249
4,LDO,72,2023-06-18 00:00:00,96.58,-0.0342
5,ARB,-24,2023-09-15 00:00:00,100.0,0.0
5,ARB,-23,2023-09-15 01:00:00,98.522,-0.0148
5,ARB,-22,2023-09-15 02:00:00,98.3991,-0.016
5,ARB,-21,2023-09-15 03:00:00,98.5589,-0.0144
5,ARB,-20,2023-09-15 04:00:00,101.0174,0.0102
5,ARB,-19,2023-09-15 05:00:00,102.1095,0.0211
5,ARB,-18,2023-09-15 06:00:00,100.8756,0.0088
5,ARB,-17,2023-09-15 07:00:00,99.1772,-0.0082
5,ARB,-16,2023-09-15 08:00:00,99.5622,-0.0044
5,ARB,-15,2023-09-15 09:00:00,97.2686,-0.0273
5,ARB,-14,2023-09-15 10:00:00,99.6281,-0.0037
5,ARB,-13,2023-09-15 11:00:00,101.0516,0.0105
5,ARB,-12,2023-09-15 12:00:00,99.992,-0.0001
5,ARB,-11,2023-09-15 13:00:00,97.1144,-0.0289
5,ARB,-10,2023-09-15 14:00:00,98.7601,-0.0124
5,ARB,-9,2023-09-15 15:00:00,98.2457,-0.0175
5,ARB,-8,2023-09-15 16:00:00,99.7369,-0.0026
5,ARB,-7,2023-09-15 17:00:00,97.0392,-0.0296
5,ARB,-6,2023-09-15 18:00:00,95.8343,-0.0417
5,ARB,-5,2023-09-15 19:00:00,95.5066,-0.0449
5,ARB,-4,2023-09-15 20:00:00,95.2397,-0.0476
5,ARB,-3,2023-09-15 21:00:00,94.268,-0.0573
5,ARB,-2,2023-09-15 22:00:00,94.82,-0.0518
5,ARB,-1,2023-09-15 23:00:00,92.9873,-0.0701
5,ARB,0,2023-09-16 00:00:00,92.4643,-0.0754
5,ARB,1,2023-09-16 01:00:00,92.3073,-0.0769
5,ARB,2,2023-09-16 02:00:00,92.697,-0.073
5,ARB,3,2023-09-16 03:00:00,93.3641,-0.0664
5,ARB,4,2023-09-16 04:00:00,91.4812,-0.0852
5,ARB,5,2023-09-16 05:00:00,89.0874,-0.1091
5,ARB,6,2023-09-16 06:00:00,90.4936,-0.0951
5,ARB,7,2023-09-16 07:00:00,90.6277,-0.0937
5,ARB,8,2023-09-16 08:00:00,89.3025,-0.107
5,ARB,9,2023-09-16 09:00:00,91.0849,-0.0892
5,ARB,10,2023-09-16 10:00:00,90.924,-0.0908
5,ARB,11,2023-09-16 11:00:00,92.223,-0.0778
5,ARB,12,2023-09-16 12:00:00,91.9936,-0.0801
5,ARB,13,2023-09-16 13:00:00,94.5497,-0.0545
5,ARB,14,2023-09-16 14:00:00,96.7328,-0.0327
5,ARB,15,2023-09-16 15:00:00,96.0351,-0.0396
5,ARB,16,2023-09-16 16:00:00,97.1041,-0.029
5,ARB,17,2023-09-16 17:00:00,97.7058,-0.0229
5,ARB,18,2023-09-16 18:00:00,99.3835,-0.0062
5,ARB,19,2023-09-16 19:00:00,97.6128,-0.0239
5,ARB,20,2023-09-16 20:00:00,98.2775,-0.0172
5,ARB,21,2023-09-16 21:00:00,99.501,-0.005
5,ARB,22,2023-09-16 22:00:00,96.5715,-0.0343
5,ARB,23,2023-09-16 23:00:00,94.5407,-0.0546
5,ARB,24,2023-09-17 00:00:00,91.3719,-0.0863
5,ARB,25,2023-09-17 01:00:00,90.6851,-0.0931
5,ARB,26,2023-09-17 02:00:00,91.3458,-0.0865
5,ARB,27,2023-09-17 03:00:00,93.1009,-0.069
5,ARB,28,2023-09-17 04:00:00,92.8785,-0.0712
5,ARB,29,2023-09-17 05:00:00,94.8425,-0.0516
5,ARB,30,2023-09-17 06:00:00,92.5743,-0.0743
